text_display,video_source
"SAMPAI KAPANPUN TIMNAS INI TETAP MENGECEWAKAN, SUKSESLAH ATAS PRESTASINYA MEMPERTAHANKAN MANAJEMEN KOLUSI DAN PRINSIP SEGOLONGAN 😂😂😂😂.. MENYEDIHKAN",Youtube
"Sepakbola udah bagus, pelatih diganti",Youtube
"Ketika timnas buruk,medsos adem ya 😂aneh memang,",Youtube
"sjk ptrick dtg
 laga indonesia sudah sngt tdk menarik😂😂😂 😂",Youtube
"2023 medali emas
 
 2025 ampas",Youtube
towel mana nihh kok ga koar koar lagi,Youtube
Bagus..Upin Ipin.joooossss,Youtube
"heraan dengan PSSI ,, peltih yang berkali2 gagal masih tetap di pake aja ,,, yang bisa bawa timnas naik ranking mlh di buang ,,,",Youtube
Indo mode era kegelapan,Youtube
"KLO GK undur diri brarti emang sapri GK tau maluuu, squad mewah saja masih ampas",Youtube
Mau nya pssi,Youtube
Cuan cuan cuan,Youtube
Lokal mana bisa di andalkan towel bangga pastinya dengan hasil ini,Youtube
Inget ga dulu towel dkk nyinyir ke sty pas kita gagal playoff olimpiade? Sekarang sea games aja ga lolos. Inikah yang dicari?,Youtube
Sudah tau pelatih gagal masih aja dipake ...indra Japri,Youtube
"Nggak usah di tnton percuma...gak bklan lolos,,,",Youtube
terus apa yg mau di banggakan klo sepak bolanya seperti ini terus.hilangnya STY sepak bola indinesia melorot drastis,Youtube
Kembali pola lama,Youtube
Dari 3 pelatih yg megang Tim ini....yg busuk di babak penyisihan STY Dan Indra Safri...yg bisa masuk semifinal cuma Vanenburg 😂...,Youtube
"main aggk berkembang...pantas tidak lolos , mendingan nonton liga tarkam ...",Youtube
Mau ke piala dunia...jd runner up terbaik aja gak mampu. Mimpi terus.... Indonesia emas.....ha..ha..ha,Youtube
bagusan tarkam mainya maaf,Youtube
Kemunduran yg amat menyakitkan..semua karena keegoisan seorang pemimpin pssi😢,Youtube
Kemruyuk koyo danonecup,Youtube
"WAJIB MASUKIN HOKKY CARAKA DULU
 😅😅😅😅😅😅😅😅😅😅",Youtube
"Piala dunia buyar,aff GK lolos ,sea games gagal juga ...trus mau apa lagi yg ditonton coba ,mending lihat japan ajl lah bisa jadi refensi untuk anak cara main bola yg baik dan benar ,😊",Youtube
Tamat lah sudah aL kisah kami,Youtube
MAKANYA SAYA MALAS NONTON VISION+ APALAGI MAU LANGGANAN. IKLANNYA ITU LO SEGEDE GABAN DAN LAMAAAA NEBENGNYA. BENER BENER GAK BENER,Youtube
Maaf maaf saja mau di era sapa saja pemain tim nas gw g pernah suka permainnannya heheh 😂 klo d bulu tngkis danvolly baru suka😅,Youtube
"Mending cari hobi lain, mumpung masih muda",Youtube
"Heran sekali saya gunanya hokky itu apa dari dulu??? Kenapa tidak jens raven main dari awal, halahh siapa sih yg nitipin hokky di timnas???",Youtube
Tarkam,Youtube
"Sayang indonesia tdk lolos
 Jika skor 3-0 atau 4-1 indonesia lolos",Youtube
Mau alasan apa lagi PSSI 😅,Youtube
😢,Youtube
"erick kmren ketolong sty, eh sty malah jd kambing hitam buat pansos naek jabatan doang, udh mentri BUMN, mentri menpora wkwkwk
 awalnya di agung2kan erick bagus taunya cuma manis di depan doang, pas udah capai tujuannya di ancurin lg.",Youtube
Sejarah😂😂😂,Youtube
"dari sekian 270M penduduk, kualitas sepakbola Indonesia sangat buruk",Youtube
"Lambat masuknya jan Raven 
 Indra sjafri tidak jeli dlm menyusun pormasi malah mamasukan HOKKY caraka bkn nya Raven",Youtube
karma untuk federasi😢,Youtube
wkwkkw udah gak minat nonton walau menang 😂😂,Youtube
"Kontrol, header, passing ancur begitu. Hal"" basic begitu ga diperdalam, pada balik lg aja sana ke SSB!",Youtube
Mauro lebih cocok jadi artis ftv aja. Gak GG jadi pemain bola.,Youtube
"1. Ini sesuai target Erik yg tdk menargetkan emas.
 2. Coach Sapri boleh diberi kesempatan lg selama target bukan juara 1, krn banyak kputusannya yg tepat :
 A. Dari sejak lawan filipina lebih memilih mainkan Struik/Hoki, ketimbang Raven
 B. Doni yg biasa main di kiri, ditaruh di kanan.
 3. Selamat hancur bola kita",Youtube
Com back,Youtube
"#PELATIHPENJASKES
 INDRA XAVI HERNANDES",Youtube
"Dulu beliau juara, dia pikir karena sujud cium rumput.
 Ehhh...
 Setelah STY tidak ada,
 Rupanya faktor STY beliau juara 🤣😂",Youtube
Doa erik terkabul gaes.... Geruduk kantor nya... Yoook sadisss bikin hancur timnas,Youtube
Sapriiiiiii😂 Waktumu sudah Habiss😢,Youtube
Jgn percaya sama omongan org politik😂,Youtube
Batasi pemain asing liga 1,Youtube
Peaina. Hacaur tidka enek d liad bertahan tidak sernagn total jga slah2,Youtube
"Cuma bgitu tendangan myanmar bsa gol, aplg tendangan keras, kipernya ngelamun 😂level timnas sdh semakin jauh merosot, mainya mcm kesurupan, grasagrusu😂, mules lihat si IS sikit2 sujud, aplg jk disorot kamera sujudlah, berdoalah gayanya😂",Youtube
"hoi, anak2, BERFIKIR LUASLAH & JGN KEPALA BATU. APAPUN BISA TERJADI DLM OLAHRAGA
 itu di cabor BADMINTON SEAGAMES wr#60an dunia dari Indonesia zaki ubaidillah bisa mengalahkan kandidat emas & mantan juara dunia dari Singapura Loh kean Yew wr#10 dunia. APAPUN BISA TERJADI. BERFIKIR LUAS & JANGAN KEPALA BATU",Youtube
"Tungguin bacot towel 
 Ada yang tau towel dimana?",Youtube
"Ganti pelatih,PSSI d ganti juga",Youtube
Wasit itu yg curang,Youtube
Jersey?,Youtube
Hidup malaysia,Youtube
"towel pasti sangat hepi liat ini 🤮
 kasian para pemain menjadi korban ambisi federasi yg kebablasan & ocehan para sok2an pengamat macam towel.. kangen liat permainan indah timnas 🇮🇩 tahun lalu",Youtube
Timnas tarkam,Youtube
"bner2 males liat timnas skrg
 permainan gakjelas,, taktik strategi gkjelas jga 😂😂",Youtube
Slmt msih ada keberuntungan 🇮🇩❤,Youtube
"dari kmrin sya nggu jams raven di mainkan, tapi malah di caraka yg dimainkan, hanya lari2 kesana kemari gak jelas, pelatih gak jelas!",Youtube
Selamat ya untuk Pak Erik Tohir & Arya sinulingga.. 🎉,Youtube
ARYA MANA ARYA ANJJ,Youtube
Wooooooeeee PSSSI JAHAMAN KAU DA HANCURKAN SEPAK BOLAAA.KAMI,Youtube
Erik Tohir jadi ketum PSSI buat menutupi kasus korupsinya bersama sama Jokowi Luhut Bahlil Zulhas dll,Youtube
Sapi pelatih timnas seumur hidup,Youtube
"Pemain keturunan seperti pemain liga tarkam ditangan indra safri
 Memang pelatih yg ngak ada taktik
 Pelatih yg ngak bisa membaca permainan lawan
 
 1 asia membully timnas indonesia
 Dari semifinal Asia
 Sampai ngak lolos sea games",Youtube
Medioker semua,Youtube
Tahun,Youtube
Klo gak ganti erick. Konoha gk mngkin maju,Youtube
Pelatih kucluk,Youtube
Kutukan utk ego PSSI,Youtube
"Timnas main kaya tarkam..
 Mau menang mau kalah.
 Bodooo amaaat...!",Youtube
Biarpun menang counter attack king indo jelek amat..ga seperti dulu permainan king indo samgat indah,Youtube
SELAMAT DATANG KE DUNIA KEGELAPAN 😂,Youtube
Sapri dn kawan2 sedang membadut 🫵🤣🤡,Youtube
Sapri bikin malu Indonesia diasia tenggara,Youtube
SETIAP TIMNAS KALAH DAPET CUAN X MEREKA,Youtube
"Pri Sapri katanya punya strategi yg disimpan mana. Lucu permainannya pancet gitu2 ajah. 
 Butuh gol banyak malah jens raven dicadangin. Lucu permainan mentok2 gitu ajah",Youtube
"Gini gini aja trus, GK ada kemajuan dari 15 tahun lalu, sampe sujud pelatih nya padahal cuma ngimbangin myanmar, udh punya cucu lah nnti aku baru mulai maju sepakbola undonesia",Youtube
"Kadek arel udh jelek main terus,mening kakang",Youtube
Pabak presiden tolong lah klo emang bener cinta sepak bola ganti semua angota pssi dan ketua umum PSSI dan Arya klo mau sepak bola Indonesia maju,Youtube
Timnas u 23 makin gak jelas😅,Youtube
Gak usah sujud sujud biasa aja,Youtube
Sapri gak guna!! Masi aja dipake!!,Youtube
"Saya gak jago main bola,tp melihat kualitas mauro yg di gadang2 jd ujung tombak ternyata buruk sekali.gerakannya letoy tdk bs lari tdk bs mengolah bola.padahal ini pemain kualitas eropa.insting sbg striker sama sekali tidak ada.haseuuuuuuh.....",Youtube
"lari lari, ga bisa shoot, ga bisa control,",Youtube
Wkwkkw 😂,Youtube
ET pasti senang dgn pilihan ya,Youtube
Tanpa si pemaen naturalisasi indoneisa cuma sekelas level Filipina,Youtube
"TARGET SEA GAMES : 🦅🇮🇩
 
 1. EMAS => ❌ (Salah) 
 2. PERAK => ❌ (Salah) 
 3. BALIK => ✅ (BetuL)",Youtube
"mana foto pangku tangan pas nyender didinding nya pak tohir, sty dipecat gagal aff dengan skuat lapis ke 3, ini skuad inti kok semi-final aja enggal, Arya Sinulingga errik tohir udahlah kalian itu mafia, pebisnis, pengusaha, sampai sampai mimpi sepakbola ke pildun pun kalian jadikan bisnis, mundur aja gak guna kalian",Youtube
Indra safrie gagal total,Youtube
Kadek arel suru tidut aja.,Youtube
"jersey nya kurang bagus,",Youtube
sty keluar timnas sepak bola indonesia hancur wkwkkw,Youtube
"Towel Towel senang melihat ini , produk lokal semua",Youtube
😭😭🤣🤭,Youtube
kebanyakan mafia ya gini udah jelas itu match lawan pilipin kemaren disuru ngalah mainnya kayak 💩,Youtube
Anjir masih ada hokky,Youtube
"Mundur saja, pola permainan tdk ada",Youtube
LOKAL PREEETTT😂😂,Youtube
"Evaluasi ‼️ Pecatt si Indra ""El Sujud"" Sapri ‼️",Youtube
",,lebih pantas Persib ajh bawa ke seagame,era kegelapan timnas di mulai kembali,,kocak😢😢",Youtube
"Sapri AMPAS,SIALAN... Udah tau butuh Gol banyak, yang di turunin kebanyakan pemain bernaluri bertahan.AMPUUNNN,AMPUNNN😡😡",Youtube
Timnas botlop minta d sofwer ulang,Youtube
"Katanya persiapan nya matang 
 Katanya siap mental
 Katanya punya strategi 
 Kok Maennya kayak gak pernah latihan yaa... Atau memang kualitas nya begitu ???
 Aku lihat babak pertama kok gitu amat maennya",Youtube
"Seagames GK lolos apalagi piala dunia,,itulah Ketum pssi plin plan sty diganti hancurlah impian",Youtube
lihat pelatih itu lagi itu lagi. bosen,Youtube
Hmm,Youtube
"Padahal Timnas Indonesia ini juara bertahan di Sea Games 2023, terus pelatihnya masih si Indra Brugman ini loh, terus squad yg di bawa Timnas Indonesia di Sea Games 2023 tdk pakai pemain diaspora sama sekali 😅😅😅 di Sea Games 2025 malah jadi badut",Youtube
Itulah aku at ditangani pelatih antek mafiabola.dan kaki tangan boss judi bola.simana ditaruk muka bangsa ini.gara gara pelatih lokal .yg bebal.kita diolok olokbangsa lain.kami( rakyat Indonesia) tidak percaya lagi dgpwlatihloka.dan pemainya.,Youtube
Maen kyk ampas saja ditayangin,Youtube
Ganti Sapri,Youtube
Udah malas nonton timnas...parah pssi nya euy...mening nonton timnas persib njir...ampas,Youtube
Indonesia belum beruntung saja alias apes tahun ini,Youtube
Franki missa itu sangat tidak layak berada di timnas,Youtube
Yg di inginkan towel dan Justin laksana😂,Youtube
"Main kayak org, tarkam aja pemain Indonesia..... 
 Kualitas mereka buruk... 
 Main dr menit pertama buru2..... 
 Ngejar gol sih iya tapi buru2 banget sampai main lupa 90 menit... 
 Asli kayak main tarkam asal takel aja.... 
 Ivar jennner konyol dia cuma pandai passing ke belakang wajar cuma main d klub kecil",Youtube
opo pri sapri gol g bermutu,Youtube
"Zainuddin Amali adalah manusia yang paling bertanggung jawab , dia lah yang ngotot mencalonkan si Sjafri jadi pelatih kepala timnas Seagames, bisa bisa nya pelatih yang sudah gagal berkali kali dan sudah di pecat terpilih kembali 👹, di pertandingan ini jelas terlihat pola permainan tidak ada , mengandakkan serangan sporadis , akal si Sjafri buntu , mau spam crossing dan cut back tapi di block kiri kanan ...
 Ayo PSSI jadikan si Sjafri yang tidak punya strategy , tidak punya akal jadi pelatih abadi timnas , biar timnas hancur lebur sekalian",Youtube
Selagi ijajah tak jelas segala lini susah 🤣,Youtube
Pelatih ampas masih di pakek,Youtube
Main nya ga jelas.,Youtube
"Udh kebaca, pasti indonesia bakalan kalah di sea games krna ingin mengembalikan modal, bnyak keluar uang waktu naturalisasi masal",Youtube
Karma STY,Youtube
KEBANYAKAN ROTASI LO SAPRI,Youtube
Timnas badut di tahun ini😂😂😂😂,Youtube
Mending nonton Persib,Youtube
Sea games pun gagal,Youtube
buset lemparan ke dalam doang isinya😅,Youtube
STY,Youtube
"Tidak pantas sm sekali ikut turnamen ini. Kualitas fisik maupun skill lebih unggul Myanmar! Bermain tanpa koordinasi dan pola yg jelas, tdk perlu disesali klo keok! Gol balasanpun terjadi secara kebetulan, bukan hasil kerjasama terorganisir tim. Buang2 uang saja memelihara tim dg kualitas spt ini!",Youtube
😂😂😂,Youtube
Syafri out..,Youtube
Fix ga lolos😂😂😂😂😂😂😂😂 mampus... Itu akibat ke egoisan kalian PSSI... Ganti semua pengurus PSSI itu...exco nya apalagi buat hancur semua itu...KPK periksa semua pengurus PSSI itu...pasti banyak yang masuk itu,Youtube
STY,Youtube
Tim pelatih sama PSSI ampas,Youtube
"Rencana ET Gatot semua,modar😂 
 Seandainya indra sjafri bisa dapet perak ,gue jamin mau di naikin noh menjadi pelatih senior.udah ketebak dari nunda2 umumin nama pelatih baru timnas senior yg katanya dari eropa😂😝😝",Youtube
"dari jaman belanda jajah indo, ini negara gampang bgt diancurin dengan taktik Adua Domba. kualat lu pada petinggi2 pssi n politik lain mamam tuh pecat2 sty semua kultur tim hilang dalam semalam",Youtube
"Coach lokal sepertinya indra safrie tak layak tak pantas jadi pelatih Timnas Indonesia di kelompok umur yakni U 23 dn kelompok umur lain nya apalgi menjadi pelatih timnas senior sanggat tak layak dn tdk bagus strategi nya
 Indra Sjafria GagaL Total",Youtube
Memalukan,Youtube
Tarkam banget bjirrr😂,Youtube
pelatih wajib mundur.,Youtube
"Sapri sujud Indonesia ga lolos, sujud karena dapet DUIT..... Pri.... Pri.... mending jualan NasPad ga usah latih Bola, ga Pantessss",Youtube
Knp raven ga main babak pertama oon kan astaga kecewaa lagi,Youtube
"Ngabisin uang ongkos aja, makan kuat, latih anak2 gak becus, kalau lu masih punya malu silahkan mundur semua. Tiada arti kau orang duduk di kursi PSSI.",Youtube
Yg gue heran kenapa pak kumis ini selalu di pilih jadi pelatih timnas.,Youtube
Malu,Youtube
Timnas sea games terburuk,Youtube
Mencret lah,Youtube
Tlata masukin raven,Youtube
"Sapri g ad bedax dgn KORUPTOR.
 Sama2 GAK PUNYA MALU.
 
 Sadarlah Sapri...
 Skelas Klub Liga 3 aj GAK ADA YG MINAT pekerjakan dirimu.
 
 Pun jgn kau anggap dirimu MAMPU LOLOSKAN timnas ke Olimpiade LA 2028.
 BERHENTILAH ngeHALU.",Youtube
"Pak Erick , Bung Justin, Bung Towel Bung Arya sinulingga dkk bahagia lihat ini
 Jadi marilah kita ikut bahagia
 Move on dari Mr STY
 Karna Mr Sty hanya dibantu pemain Naturalisasi dan tidak belajar bahasa Ingrris😂😂😂😂😂😂",Youtube
"Salut buat bang kumis sapri! Anda sakti skali ya! Ordal? Tiipan? Uda jelas terbukti gagal di banyak turnamen spt Toulon Cup U20 2024, Seoul Earth On Us Cup 2024, Mandiri U-20 Challenge Series & Piala asia U20 2025 kok ya msh aja di tunjuk jadi pelatih sea games ya! Skrg malahan buat timnas tersingkir di babak awal seagames! Selamat buat anda yg telah membawa timnas kita kembali ke jaman batu lagi!",Youtube
Gim,Youtube
Terimakasih punggawa Garuda muda. Kami bangga atas perjuanganmu. Tetap semangat. Meskipun kalian tidak dapat materi latihan dari pelatih terbaik. Kalian hanya jadi kambing hitam bukan kuda hitam.,Youtube
"😂 Tony Firmansyah di tarik keluar dibabak kedua. Ha-ha-ha padahaL lini tengah butuh dia, tp pelatih lebih suka no 7 zanadin.",Youtube
Kimak,Youtube
TIMNAS ASU LEVELMU HANYA TIMOR LESTE👎👎👎😪,Youtube
Welcome to stelan pabrik 😂😂,Youtube
Ini indra siapa sih?,Youtube
"U22 gagal,, pelatih nya pasti tetap adem ayem...",Youtube
erik out,Youtube
Kutukan STY berlanjut,Youtube
"08:02 reflek bilang ""ngapain"" komentator nya haha",Youtube
"Tonton highlights/full match lebih cepat dan lengkap dengan fitur Catch-Up hanya di VISION+
 
 
 
 Klik disini 👉🏼 https://link.visionplus.id/seagames",Youtube
Berasa liat pertandingan antar kecamatan 😂,Youtube
Luar biasa. Selamat atas PERTAMA KALI TIDAK LOLOS SEMIFINAL SEAGAMES DLM 15 TAHUN,Youtube
dari semifinalis piala asia u23 sampai jadi ampas di selevel2 seagames 🤣,Youtube
Misi sapri dan towel sukses 😂,Youtube
Era kegelapan towel telah kembali 😂,Youtube
"nonton highlight, terasa aneh
 sepak bola ❌
  rebutan bola lempar ✅",Youtube
Dulu lihat timnas begitu menarik utk di tonton sekarang lebih menarik lihat persib apalagi lolos ACL 2,Youtube
"Anjir, banner iklannya kurang gede itu.. kalo bisa ditutupi sekalian aja seluruh layar biar makin ga bisa ditonton highlight-nya.",Youtube
Timnas seperti ini yang diinginkan Towel dkk 😂,Youtube
Raven di cadangkan di awal ekskskksskskkekskskekssk,Youtube
towel tersenyum bahagia,Youtube
Diam adalah luapan kekecewaan dan ketidakpedulian yg tidak terbatas😮,Youtube
Pengen jadi bintang semua. Gak mau membagi bola😂,Youtube
Sumpah...kl didepan gawang tim indonesia persis main tarkam,Youtube
"Woolah sedih sedih gimana gitu..
 .itulah PSSI",Youtube
Erik tohir suruh golin,Youtube
"Towel: tor monitor ketua, mission complate ketua. 🤣🤣",Youtube
Mumet2 federasi dengerin towel 😂,Youtube
inilah yang diinginkan exco dan pssi kembali ke setelan pabrik..kalau bisa mundur buat apa maju..🤣🤣🤣,Youtube
Biasa nonton timnas era sin balik ke sini jd kaya tarkam .. skrng pindah tontonan ke PERSIB gw ...,Youtube
Gaya bermain sepak bola adalah gambaran suatu bangsa 😊,Youtube
"Level tarkam,,,",Youtube
Towel senyum bahagia,Youtube
Dari juara bertahan menjadi pecundang bertahan.,Youtube
Jauh levelnya diera StY,Youtube
"Mantappp 
 Setelah kesuksesan sea games 
 Coach indra safri langsung naik kelas melatih timnas senior.🎉",Youtube
Era emas Timnas 🎪🎪🎪,Youtube
"Batas kesabaran supporter timnas tidak lagi meluapkan emosi, tapi diam dan tidak peduli",Youtube
Erik tohir ...inikah timnas yang kau inginkan ?🤣🤣,Youtube
Akhirnya mengalirrr deraaassss... lumayan buat tahun baruan 😅😅😅.,Youtube
"Jadi Ternyata inilah era yang di impikan...
 Entah berapa ratus tahun lagi bisa sama seperti era sty mode U23 AFC.",Youtube
indra safri 😂😂😂😂😂 pssi cinta banget indra safri😂,Youtube
"RIP timnas u22, smoga tenang dialam sana... hihihi",Youtube
Syukur syukur menang😅,Youtube
Keliatan sekali pertahanan nya keteteran banget,Youtube
Berasa liat pertandingan antar sekolah SMA.,Youtube
